               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  99,            0.016769,           0.0088066,            0.015875,             0.92547,             0.87396,             0.95846,             0.77397,            0.012193,           0.0026602,           0.0069978,            0.005149,            0.005149,            0.005149
                 100,            0.016792,           0.0088753,             0.01678,             0.92159,             0.89436,              0.9591,             0.75325,            0.012279,           0.0026958,           0.0065532,           0.0050995,           0.0050995,           0.0050995
                 101,            0.017151,            0.009028,            0.016501,             0.92621,             0.88469,             0.95404,              0.7572,            0.011902,           0.0026341,           0.0072609,             0.00505,             0.00505,             0.00505
                 102,            0.017046,           0.0088751,            0.016082,             0.91471,              0.9081,             0.96258,             0.76433,             0.01211,           0.0026687,           0.0074185,           0.0050005,           0.0050005,           0.0050005
                 103,            0.016286,           0.0086265,            0.015189,             0.93678,             0.90804,             0.95594,             0.78834,            0.011277,           0.0025723,           0.0066373,            0.004951,            0.004951,            0.004951
                 104,            0.016099,           0.0085985,             0.01545,             0.92022,             0.91319,             0.96301,             0.74778,            0.012192,           0.0026586,           0.0063237,           0.0049015,           0.0049015,           0.0049015
                 105,            0.016249,           0.0088698,            0.016242,             0.91089,             0.90249,              0.9605,             0.77548,            0.010963,           0.0026365,            0.007196,            0.004852,            0.004852,            0.004852
                 106,            0.016711,           0.0086986,            0.015924,             0.91789,             0.90623,             0.96007,             0.77298,             0.01187,           0.0026331,            0.007299,           0.0048025,           0.0048025,           0.0048025
                 107,            0.016509,           0.0088005,            0.015488,             0.92134,             0.89237,             0.95985,             0.78271,            0.011979,           0.0026795,           0.0064675,            0.004753,            0.004753,            0.004753
                 108,            0.016079,           0.0085786,            0.014275,             0.89246,             0.85757,               0.939,             0.76484,            0.011602,           0.0026225,           0.0095332,           0.0047035,           0.0047035,           0.0047035
                 109,            0.016162,           0.0085482,            0.014652,              0.8994,             0.88886,             0.95262,             0.75572,            0.012091,           0.0026619,           0.0079521,            0.004654,            0.004654,            0.004654
                 110,            0.016073,             0.00866,            0.015014,             0.92828,             0.90393,             0.96677,             0.77676,            0.012214,           0.0026931,           0.0060735,           0.0046045,           0.0046045,           0.0046045
                 111,            0.015932,           0.0084097,            0.014163,             0.92337,             0.90207,             0.95994,             0.76633,            0.012691,           0.0026557,           0.0068438,            0.004555,            0.004555,            0.004555
                 112,            0.016056,           0.0084211,            0.014262,             0.94984,             0.89255,             0.96466,             0.78222,            0.011389,           0.0027213,           0.0058406,           0.0045055,           0.0045055,           0.0045055
                 113,            0.016166,           0.0084726,            0.014701,             0.91374,             0.90424,             0.95902,             0.77346,            0.011941,           0.0027527,            0.006727,            0.004456,            0.004456,            0.004456
                 114,            0.015928,           0.0082899,            0.013221,             0.87609,             0.89706,             0.95726,             0.76794,            0.012164,           0.0027878,           0.0075023,           0.0044065,           0.0044065,           0.0044065
                 115,             0.01567,           0.0083465,            0.014162,             0.90452,             0.89011,             0.95572,             0.76728,            0.011616,           0.0027136,           0.0071666,            0.004357,            0.004357,            0.004357
                 116,            0.015803,           0.0084291,            0.013829,             0.88089,             0.88667,             0.95157,             0.77235,             0.01209,           0.0026518,            0.008528,           0.0043075,           0.0043075,           0.0043075
                 117,            0.015796,           0.0083961,            0.014406,             0.90692,             0.85285,             0.94579,             0.75755,            0.012178,           0.0026664,            0.008417,            0.004258,            0.004258,            0.004258
                 118,            0.015992,           0.0085276,            0.014035,             0.86063,             0.89075,              0.9471,             0.75534,            0.012558,           0.0028065,           0.0078214,           0.0042085,           0.0042085,           0.0042085
                 119,            0.016143,           0.0084076,            0.013934,             0.91055,             0.84161,             0.94451,             0.75655,             0.01203,           0.0026512,            0.008386,            0.004159,            0.004159,            0.004159
                 120,            0.015766,           0.0083816,            0.013572,             0.88031,              0.8831,              0.9569,              0.7796,            0.011467,           0.0026774,           0.0074264,           0.0041095,           0.0041095,           0.0041095
                 121,            0.015746,           0.0084513,            0.014035,             0.93361,             0.90851,             0.94504,             0.76155,            0.011229,            0.002641,           0.0064741,             0.00406,             0.00406,             0.00406
                 122,            0.015853,           0.0083985,            0.014004,             0.92416,             0.86671,             0.95166,             0.77259,            0.011973,           0.0026921,           0.0074948,           0.0040105,           0.0040105,           0.0040105
                 123,            0.015803,            0.008489,            0.013224,             0.93969,             0.90208,              0.9569,             0.76807,            0.012262,           0.0026716,           0.0062466,            0.003961,            0.003961,            0.003961
                 124,            0.015775,           0.0086561,            0.013427,             0.91559,             0.88873,             0.94713,             0.75197,             0.01236,           0.0026019,            0.007348,           0.0039115,           0.0039115,           0.0039115
                 125,            0.015517,           0.0084952,            0.013137,             0.92995,             0.87581,             0.94829,             0.75492,            0.012863,           0.0026141,           0.0075011,            0.003862,            0.003862,            0.003862
                 126,            0.015145,           0.0082506,            0.013894,             0.91273,             0.89028,             0.94889,             0.76137,            0.012607,           0.0026736,           0.0079205,           0.0038125,           0.0038125,           0.0038125
                 127,            0.015328,           0.0081701,            0.012294,             0.87979,             0.91368,             0.96039,             0.78152,             0.01175,           0.0025511,           0.0073227,            0.003763,            0.003763,            0.003763
                 128,             0.01525,           0.0083521,            0.013279,              0.9197,             0.90467,             0.95001,             0.77948,             0.01095,           0.0024676,           0.0071194,           0.0037135,           0.0037135,           0.0037135
                 129,            0.015254,           0.0083197,            0.013557,              0.9476,             0.88358,             0.96159,              0.7878,            0.011918,           0.0025233,           0.0065547,            0.003664,            0.003664,            0.003664
                 130,            0.015335,           0.0083547,            0.012841,             0.95302,             0.88143,              0.9661,             0.76841,            0.012274,           0.0026477,           0.0065383,           0.0036145,           0.0036145,           0.0036145
                 131,            0.015294,           0.0081198,            0.012913,             0.92975,             0.90111,             0.96836,             0.77098,            0.012115,           0.0026743,           0.0058444,            0.003565,            0.003565,            0.003565
                 132,            0.015006,           0.0082177,            0.012537,             0.92924,             0.86387,             0.95607,              0.7765,            0.011485,           0.0025502,            0.006818,           0.0035155,           0.0035155,           0.0035155
                 133,            0.014815,           0.0081111,            0.012548,             0.92506,             0.88361,             0.96594,              0.7776,            0.012142,           0.0025383,           0.0059291,            0.003466,            0.003466,            0.003466
                 134,            0.014981,            0.008149,            0.012233,             0.93493,             0.91393,             0.95879,              0.7641,            0.012197,           0.0024857,           0.0062797,           0.0034165,           0.0034165,           0.0034165
                 135,            0.014839,           0.0080823,            0.012145,             0.93111,             0.89496,             0.94906,             0.75875,            0.012049,           0.0025497,             0.00647,            0.003367,            0.003367,            0.003367
                 136,            0.014273,           0.0077165,            0.010898,             0.93589,             0.90555,             0.95495,             0.76343,            0.011951,           0.0025316,           0.0064255,           0.0033175,           0.0033175,           0.0033175
                 137,            0.014917,           0.0082001,             0.01184,             0.92806,             0.89343,             0.95453,             0.76317,            0.012027,           0.0024986,           0.0066095,            0.003268,            0.003268,            0.003268
                 138,            0.014686,           0.0079033,            0.012098,             0.94366,             0.91466,             0.96578,             0.77364,            0.012163,           0.0025111,           0.0046646,           0.0032185,           0.0032185,           0.0032185
                 139,            0.014745,           0.0083042,            0.011534,             0.93976,             0.90749,             0.95615,             0.77007,            0.011405,           0.0024885,           0.0055412,            0.003169,            0.003169,            0.003169
                 140,            0.014817,           0.0081716,            0.011811,             0.93575,             0.90884,             0.96071,             0.76947,            0.012099,           0.0025168,           0.0064398,           0.0031195,           0.0031195,           0.0031195
                 141,            0.014847,           0.0081746,            0.012165,             0.92816,             0.91467,             0.95704,             0.75417,            0.012703,           0.0025962,           0.0059933,             0.00307,             0.00307,             0.00307
                 142,             0.01432,           0.0080357,            0.011898,             0.92291,             0.91947,             0.95466,             0.75833,            0.011549,           0.0024714,           0.0063448,           0.0030205,           0.0030205,           0.0030205
                 143,             0.01405,           0.0079283,            0.011485,             0.92582,             0.88129,             0.95731,             0.77434,            0.011303,           0.0024285,           0.0068197,            0.002971,            0.002971,            0.002971
                 144,            0.014557,           0.0079504,            0.011437,               0.926,             0.88561,             0.95009,             0.75293,            0.012397,           0.0026027,           0.0065042,           0.0029215,           0.0029215,           0.0029215
                 145,            0.014164,           0.0077842,            0.010147,             0.93178,             0.88591,             0.95192,             0.77012,             0.01168,            0.002638,           0.0064713,            0.002872,            0.002872,            0.002872
                 146,            0.014743,           0.0080892,            0.010538,             0.93671,             0.88496,             0.95605,             0.75954,            0.011872,           0.0025983,           0.0070269,           0.0028225,           0.0028225,           0.0028225
                 147,            0.014473,             0.00801,            0.011184,             0.93944,             0.87658,              0.9591,              0.7722,            0.011561,           0.0026572,           0.0074853,            0.002773,            0.002773,            0.002773
                 148,            0.013968,           0.0079366,            0.011439,             0.92045,             0.88786,             0.95773,             0.77649,            0.011645,           0.0026274,           0.0070167,           0.0027235,           0.0027235,           0.0027235
                 149,            0.014021,           0.0078024,            0.011112,             0.91793,             0.89756,             0.94937,             0.76734,            0.011331,           0.0025778,           0.0072607,            0.002674,            0.002674,            0.002674
                 150,            0.013835,           0.0077292,            0.010087,             0.91663,             0.89031,              0.9617,             0.77763,            0.011713,           0.0026075,           0.0069409,           0.0026245,           0.0026245,           0.0026245
                 151,            0.014311,           0.0079601,            0.010349,             0.92301,             0.89073,             0.94959,             0.76654,            0.011561,           0.0025714,           0.0075785,            0.002575,            0.002575,            0.002575
                 152,            0.014407,           0.0079191,            0.011536,             0.91625,              0.8926,             0.94981,             0.76287,            0.011674,           0.0025863,           0.0085914,           0.0025255,           0.0025255,           0.0025255
                 153,            0.014339,            0.007931,            0.011185,             0.92044,             0.89373,              0.9523,             0.77974,            0.010938,           0.0024533,           0.0085315,            0.002476,            0.002476,            0.002476
                 154,            0.013722,           0.0078746,            0.010641,             0.93415,             0.92366,             0.96228,             0.78029,            0.011517,           0.0025163,           0.0062537,           0.0024265,           0.0024265,           0.0024265
                 155,            0.013741,           0.0076836,            0.010578,             0.93658,             0.89037,             0.95493,             0.76283,            0.012019,             0.00259,           0.0063404,            0.002377,            0.002377,            0.002377
                 156,            0.013796,           0.0077689,            0.010711,             0.92005,             0.92088,             0.95472,             0.77145,             0.01136,           0.0025789,            0.006293,           0.0023275,           0.0023275,           0.0023275
                 157,            0.013551,           0.0076997,            0.010056,             0.94253,             0.89633,             0.95759,              0.7771,            0.011193,           0.0025262,           0.0070412,            0.002278,            0.002278,            0.002278
                 158,            0.013426,           0.0077698,            0.010586,             0.93107,             0.90889,             0.95428,             0.77955,            0.011326,           0.0024759,           0.0078151,           0.0022285,           0.0022285,           0.0022285
                 159,            0.013969,           0.0078939,            0.010324,             0.94219,             0.90288,              0.9534,             0.77835,            0.011169,           0.0024961,            0.007786,            0.002179,            0.002179,            0.002179
                 160,            0.013877,           0.0077364,           0.0096845,             0.93122,             0.89693,             0.96037,              0.7761,            0.011488,           0.0024981,           0.0072997,           0.0021295,           0.0021295,           0.0021295
                 161,            0.013605,           0.0076137,           0.0095769,              0.9132,             0.89225,             0.94815,             0.76492,            0.011356,            0.002502,           0.0079449,             0.00208,             0.00208,             0.00208
                 162,            0.013557,           0.0074986,            0.010076,             0.89979,             0.90143,             0.95004,             0.76383,             0.01174,           0.0025017,             0.00858,           0.0020305,           0.0020305,           0.0020305
                 163,            0.013335,           0.0078925,           0.0098832,             0.93185,             0.88416,             0.95734,              0.7854,            0.011558,           0.0024763,           0.0075316,            0.001981,            0.001981,            0.001981
                 164,            0.013332,           0.0074156,           0.0091522,             0.91532,             0.89992,             0.95488,             0.76924,             0.01198,           0.0024998,           0.0074144,           0.0019315,           0.0019315,           0.0019315
                 165,            0.013163,           0.0074492,           0.0090364,             0.93132,              0.8946,             0.95207,             0.77038,            0.011322,            0.002502,           0.0077082,            0.001882,            0.001882,            0.001882
                 166,            0.013313,            0.007505,           0.0089628,              0.9324,             0.90074,             0.95251,             0.77548,            0.010919,           0.0024178,           0.0073463,           0.0018325,           0.0018325,           0.0018325
                 167,            0.013446,           0.0074701,           0.0097032,             0.93157,             0.88816,              0.9465,             0.76271,             0.01152,           0.0025304,           0.0081702,            0.001783,            0.001783,            0.001783
                 168,            0.013091,            0.007593,            0.009909,              0.9199,             0.88813,             0.94123,             0.75038,            0.012039,           0.0025727,           0.0086445,           0.0017335,           0.0017335,           0.0017335
                 169,            0.013008,           0.0076047,           0.0085813,             0.92863,             0.88639,             0.94074,              0.7576,            0.011787,           0.0025067,           0.0092403,            0.001684,            0.001684,            0.001684
                 170,            0.012961,            0.007427,           0.0085677,             0.91441,               0.899,             0.94293,              0.7607,            0.011661,            0.002507,           0.0084306,           0.0016345,           0.0016345,           0.0016345
                 171,             0.01286,            0.007648,           0.0093468,             0.91575,             0.90371,             0.94408,             0.75771,            0.011536,             0.00248,           0.0083269,            0.001585,            0.001585,            0.001585
                 172,             0.01265,           0.0075469,           0.0092961,             0.92732,             0.89383,             0.95241,             0.76852,            0.011371,           0.0024952,           0.0081251,           0.0015355,           0.0015355,           0.0015355
                 173,            0.012392,           0.0071312,           0.0085673,             0.92907,             0.87824,             0.94924,             0.77901,            0.011279,           0.0025032,            0.008452,            0.001486,            0.001486,            0.001486
                 174,            0.012943,           0.0074389,           0.0091913,              0.9359,              0.9021,               0.941,             0.76876,            0.011138,           0.0024733,           0.0090388,           0.0014365,           0.0014365,           0.0014365
                 175,            0.013013,           0.0075323,           0.0093054,             0.92084,             0.88523,             0.94284,             0.77013,            0.011029,           0.0024349,           0.0092514,            0.001387,            0.001387,            0.001387
                 176,            0.012822,           0.0072512,           0.0085179,             0.92966,             0.88401,               0.942,             0.76827,            0.011187,           0.0024424,           0.0094807,           0.0013375,           0.0013375,           0.0013375
                 177,            0.012711,           0.0075903,           0.0084738,             0.92784,             0.88768,              0.9394,             0.76009,             0.01128,           0.0024717,           0.0083968,            0.001288,            0.001288,            0.001288
                 178,            0.012317,           0.0072759,           0.0081054,             0.92978,             0.88642,             0.93905,             0.76467,            0.011292,           0.0024714,           0.0093412,           0.0012385,           0.0012385,           0.0012385
                 179,            0.012462,           0.0074883,           0.0090081,             0.93485,             0.88495,             0.94242,             0.76866,            0.011115,           0.0024581,           0.0089959,            0.001189,            0.001189,            0.001189
                 180,            0.012233,            0.007333,            0.008092,             0.92992,             0.89425,             0.94239,             0.76126,            0.011407,           0.0024994,           0.0090198,           0.0011395,           0.0011395,           0.0011395
                 181,            0.012587,           0.0073967,           0.0088717,             0.91795,             0.88821,             0.93576,             0.75825,            0.011539,           0.0024843,           0.0094407,             0.00109,             0.00109,             0.00109
                 182,             0.01228,           0.0071996,           0.0079335,             0.92678,             0.89652,             0.93616,             0.75804,            0.011689,           0.0025148,           0.0091283,           0.0010405,           0.0010405,           0.0010405
                 183,            0.012182,           0.0074741,           0.0086586,             0.92106,             0.88118,              0.9397,             0.76686,            0.011401,           0.0024941,            0.009277,            0.000991,            0.000991,            0.000991
                 184,            0.012053,           0.0073861,           0.0082959,             0.90163,             0.89552,             0.94706,             0.76588,            0.011541,           0.0025011,           0.0088847,           0.0009415,           0.0009415,           0.0009415
                 185,            0.012319,           0.0074651,           0.0080587,             0.92118,             0.89488,             0.94492,             0.76212,            0.011551,            0.002486,           0.0086114,            0.000892,            0.000892,            0.000892
                 186,            0.011912,           0.0073813,           0.0073845,             0.93656,             0.89251,             0.94275,             0.76875,            0.011247,           0.0025094,           0.0084525,           0.0008425,           0.0008425,           0.0008425
                 187,            0.011941,           0.0070437,           0.0080358,              0.9338,             0.89841,             0.93973,             0.76531,            0.011288,            0.002467,           0.0082012,            0.000793,            0.000793,            0.000793
                 188,            0.011616,            0.007204,           0.0075459,             0.92836,             0.89405,             0.94084,             0.76972,            0.011204,           0.0024692,           0.0088609,           0.0007435,           0.0007435,           0.0007435
                 189,            0.011576,           0.0069016,           0.0073933,             0.93433,             0.89748,             0.94043,              0.7694,            0.011338,           0.0024537,           0.0078983,            0.000694,            0.000694,            0.000694
                 190,            0.011988,           0.0073159,           0.0080688,             0.93656,             0.89342,             0.93778,              0.7621,            0.011334,           0.0024692,           0.0084047,           0.0006445,           0.0006445,           0.0006445
                 191,            0.011959,           0.0073472,           0.0079126,             0.93536,             0.89719,             0.93569,             0.75804,            0.011547,           0.0024576,           0.0087879,            0.000595,            0.000595,            0.000595
                 192,            0.011408,           0.0069703,           0.0074753,             0.93598,             0.89687,             0.93832,             0.75966,            0.011459,           0.0024657,           0.0089942,           0.0005455,           0.0005455,           0.0005455
                 193,            0.011597,           0.0070599,           0.0072851,             0.93274,             0.89197,              0.9397,             0.76552,            0.011294,           0.0024569,           0.0086567,            0.000496,            0.000496,            0.000496
                 194,            0.011709,           0.0071404,           0.0073992,             0.92234,             0.89915,             0.93689,             0.76862,            0.011377,           0.0024547,           0.0084876,           0.0004465,           0.0004465,           0.0004465
                 195,             0.01137,           0.0071016,           0.0072058,             0.92139,              0.8972,             0.94108,             0.76957,            0.011418,           0.0024357,           0.0086628,            0.000397,            0.000397,            0.000397
                 196,            0.011144,           0.0068355,           0.0073319,             0.91848,             0.89245,             0.94886,             0.77494,            0.011348,           0.0024437,           0.0086818,           0.0003475,           0.0003475,           0.0003475
                 197,            0.011609,           0.0072353,            0.007648,             0.92597,             0.89078,             0.94225,               0.766,             0.01134,           0.0024537,           0.0087594,            0.000298,            0.000298,            0.000298
                 198,            0.011215,           0.0068459,           0.0073017,              0.9281,             0.89296,             0.94276,             0.76827,            0.011185,           0.0024458,           0.0089114,           0.0002485,           0.0002485,           0.0002485
                 199,            0.011308,           0.0071382,           0.0075393,             0.93055,             0.89179,             0.94264,             0.77647,            0.011039,           0.0024211,           0.0088558,            0.000199,            0.000199,            0.000199
